BRANCH,BRANCH CODE,INV.NO,DATE,CUSTOMER NAME,CUSTOMER ID,ITEM NAME,ITEM CODE,Quantity,Free Qty,Unit,Price,Amount (CDF),Amount(USD),Sales Type
MATETE SHOP,MATE25INS,MATE25INS000737,03/01/2025,MAMA SELA PHARMA,CASH CLIENT,PARACETAMOL-UNIQUE 500MG B/10X10CES,FG04065,2,0.0,PIECES,0.45,2601.0,0.9,Cash Sales
MATETE SHOP,MATE25INS,MATE25INS000737,03/01/2025,MAMA SELA PHARMA,CASH CLIENT,PERFAC 1G (PARACETAMOL) PERFUSION I.V.FL/100ML,FG02489,2,0.0,PIECES,1.25,7225.0,2.5,Cash Sales
MATETE SHOP,MATE25INS,MATE25INS000737,03/01/2025,MAMA SELA PHARMA,CASH CLIENT,I-72 (LEVONORGESTREL) 1.5MG B/1 CES,FG03843,5,2.0,PIECES,0.65,9392.5,3.25,Cash Sales
MATETE SHOP,MATE25INS,MATE25INS000737,03/01/2025,MAMA SELA PHARMA,CASH CLIENT,AMOXYCILLINE 500MG B/10X10CAPS,FG03614,1,0.0,PIECES,2.6,7514.0,2.6,Cash Sales
MATETE SHOP,MATE25INS,MATE25INS000737,03/01/2025,MAMA SELA PHARMA,CASH CLIENT,ANTITOUX (STOPTOUX) SP 100ML,FG00209,3,0.0,PIECES,0.42,3599.78,1.25,Cash Sales
MATETE SHOP,MATE25INS,MATE25INS000737,03/01/2025,MAMA SELA PHARMA,CASH CLIENT,LUTHER DP DISPERSIBLE B/ 6 CES,FG01863,1,0.0,PIECES,3.3,9537.0,3.3,Cash Sales
MATETE SHOP,MATE25INS,MATE25INS000737,03/01/2025,MAMA SELA PHARMA,CASH CLIENT,LUTHER DP (ARTE.+LUME.) B/6 CES SIMPLE,FG01862,1,0.0,PIECES,3.3,9537.0,3.3,Cash Sales
MATETE SHOP,MATE25INS,MATE25INS000737,03/01/2025,MAMA SELA PHARMA,CASH CLIENT,CEFINIQUE 200MG (CEFIXIME) DISP. B/ 10 CES,FG00619,2,0.0,PIECES,2.5,14450.0,5.0,Cash Sales
MATETE SHOP,MATE25INS,MATE25INS000737,03/01/2025,MAMA SELA PHARMA,CASH CLIENT,3 PLUS FORTE (VIT.B1+B6+B12) B/30CES,FG04561,5,0.0,PIECES,0.33,4768.5,1.65,Cash Sales
MATETE SHOP,MATE25INS,MATE25INS000737,03/01/2025,MAMA SELA PHARMA,CASH CLIENT,3 PLUS FORTE (VIT.B1+B6+B12) INJ. B/10AMP,FG03602,2,0.0,PIECES,0.72,4161.6,1.44,Cash Sales
MATETE SHOP,MATE25INS,MATE25INS000737,03/01/2025,MAMA SELA PHARMA,CASH CLIENT,PERFAC 750MG (PARACETAMOL) I.M/I.V INJ. B/5AMP,FG04070,2,0.0,PIECES,0.46,2658.8,0.92,Cash Sales
MATETE SHOP,MATE25INS,MATE25INS000737,03/01/2025,MAMA SELA PHARMA,CASH CLIENT,DOLIPRANE 100MG B/10SUPP0 BB/NORR. (FR),FG01125,1,0.0,PIECES,1.5,4336.16,1.5,Cash Sales
MATETE SHOP,MATE25INS,MATE25INS000737,03/01/2025,MAMA SELA PHARMA,CASH CLIENT,IBUNIQUE (PARA+IBU+CAF) B/10X10 CAPS,FG04040,1,0.0,PIECES,0.95,2745.5,0.95,Cash Sales
MATETE SHOP,MATE25INS,MATE25INS000737,03/01/2025,MAMA SELA PHARMA,CASH CLIENT,DICLOFENAC 75MG/3ML INJ. B/10AMP,FG03871,3,0.0,PIECES,0.6,5202.0,1.8,Cash Sales
MATETE SHOP,MATE25INS,MATE25INS000737,03/01/2025,MAMA SELA PHARMA,CASH CLIENT,GENTAMYCINE 80MG/2ML INJ. B/10AMP,FG04016,3,0.0,PIECES,0.39,3381.3,1.17,Cash Sales
MATETE SHOP,MATE25INS,MATE25INS000738,03/01/2025,PHARMA KISENSO,CASH CLIENT,EPICRANIAN 23G BLUE PCS/10 PCS,FG01245,10,0.0,PIECES,0.3,8670.0,3.0,Cash Sales
MATETE SHOP,MATE25INS,MATE25INS000739,03/01/2025,JEANCY,CASH CLIENT,LOOZE 10MG (LACTULOSE) ORALE SOLUTION 1X15ML SACHETS,FG07046,2,0.0,PIECES,0.2,1156.0,0.4,Cash Sales
MATETE SHOP,MATE25INS,MATE25INS000739,03/01/2025,JEANCY,CASH CLIENT,DICLOFENAC 50MG B/10X10CES,FG03870,1,0.0,PIECES,0.15,433.5,0.15,Cash Sales
MATETE SHOP,MATE25INS,MATE25INS000739,03/01/2025,JEANCY,CASH CLIENT,UNIMOL (PARA.+DIC.+CAF.) B/10 CES,FG04099,4,0.0,PIECES,0.17,1907.4,0.66,Cash Sales
MATETE SHOP,MATE25INS,MATE25INS000739,03/01/2025,JEANCY,CASH CLIENT,TINIDAZOLE 500MG B/4 CES (UNIQUE),FG06954,2,0.0,PIECES,0.11,635.22,0.22,Cash Sales
MATETE SHOP,MATE25INS,MATE25INS000739,03/01/2025,JEANCY,CASH CLIENT,BAUME DE SECOURD POT 90G,FG06815,1,0.0,PIECES,0.45,1300.5,0.45,Cash Sales
MATETE SHOP,MATE25INS,MATE25INS000740,03/01/2025,ABABY PHARMA,CASH CLIENT,CEFTRIAXONE 1GR INJ. 1 VIAL,FG03638,30,0.0,PIECES,0.2,17340.0,6.0,Cash Sales
MATETE SHOP,MATE25INS,MATE25INS000740,03/01/2025,ABABY PHARMA,CASH CLIENT,TUSSIPLEX SP 100ML,FG03385,5,0.0,PIECES,0.58,8333.32,2.88,Cash Sales
MATETE SHOP,MATE25INS,MATE25INS000740,03/01/2025,ABABY PHARMA,CASH CLIENT,IBUMOL (IBU+PARA) SP 60ML,FG01618,10,0.0,PIECES,0.47,13710.16,4.74,Cash Sales
MATETE SHOP,MATE25INS,MATE25INS000740,03/01/2025,ABABY PHARMA,CASH CLIENT,DOZEM (TRAMADOL)50MG/1ML INJ B/5AMP,FG03875,4,0.0,PIECES,0.8,9248.0,3.2,Cash Sales
MATETE SHOP,MATE25INS,MATE25INS000740,03/01/2025,ABABY PHARMA,CASH CLIENT,PERFAC 750MG (PARACETAMOL) I.M/I.V INJ. B/5AMP,FG04070,6,0.0,PIECES,0.46,7976.4,2.76,Cash Sales
MATETE SHOP,MATE25INS,MATE25INS000740,03/01/2025,ABABY PHARMA,CASH CLIENT,EPICRANIAN 23G BLUE PCS/10 PCS,FG01245,20,0.0,PIECES,0.3,17340.0,6.0,Cash Sales
MATETE SHOP,MATE25INS,MATE25INS000741,03/01/2025,ABABY PHARMA,CASH CLIENT,NOCIGEL (ANTIACIDE + ANTIFLATULENT) SUSP. 200ML,FG02195,5,0.0,PIECES,2.5,36125.0,12.5,Cash Sales
MATETE SHOP,MATE25INS,MATE25INS000742,03/01/2025,SANTE PLUS,CASH CLIENT,ESIDREX 25MG B/20CES (FR),FG01273,1,0.0,PIECES,2.62,7581.92,2.62,Cash Sales
MATETE SHOP,MATE25INS,MATE25INS000742,03/01/2025,SANTE PLUS,CASH CLIENT,ASCORVIT (VITAMINE C) SIROP 100ML,FG00331,2,0.0,PIECES,1.43,8253.84,2.86,Cash Sales
MATETE SHOP,MATE25INS,MATE25INS000742,03/01/2025,SANTE PLUS,CASH CLIENT,NOCIGEL (ANTIACIDE + ANTIFLATULENT) SUSP. 200ML,FG02195,2,0.0,PIECES,2.5,14450.0,5.0,Cash Sales
MATETE SHOP,MATE25INS,MATE25INS000743,03/01/2025,PHARMA,CASH CLIENT,LINCOMYCINE 600MG INJ.B/1 VIAL,FG04047,30,0.0,PIECES,0.17,14565.6,5.04,Cash Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000001,02/01/2025,CASH,CCKSM00001,FLAMINGO PALM BRACE (LARGE),FG03750,1,0.0,PIECES,10.0,28900.0,10.0,Cash Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000002,02/01/2025,DELIGE KALI WSL#007064,WSL007064,FLAMINGO LUMBAR SACRO BELT (LARGE),FG04698,1,0.0,PIECES,20.0,57800.0,20.0,Credit Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000002,02/01/2025,DELIGE KALI WSL#007064,WSL007064,FLAMINGO ARM SLING (LARGE),FG03896,1,0.0,PIECES,10.0,28900.0,10.0,Credit Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000002,02/01/2025,DELIGE KALI WSL#007064,WSL007064,FLAMINGO DIABETIC SOCKS ANTI SKID - GREY,FG07235,1,0.0,PIECES,20.0,57800.0,20.0,Credit Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000002,02/01/2025,DELIGE KALI WSL#007064,WSL007064,FLAMINGO COT SPLINT (SMALL),FG03952,1,0.0,PIECES,5.0,14450.0,5.0,Credit Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000002,02/01/2025,DELIGE KALI WSL#007064,WSL007064,FLAMINGO EXTENDED BASE BALL SPLINT (S),FG03984,1,0.0,PIECES,5.0,14450.0,5.0,Credit Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000002,02/01/2025,DELIGE KALI WSL#007064,WSL007064,FLAMINGO ABDOMINAL BELT (SMALL) (20 CM),FG04287,1,0.0,PIECES,15.0,43350.0,15.0,Credit Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000002,02/01/2025,DELIGE KALI WSL#007064,WSL007064,FLAMINGO EXTENDED FOREARM BRACE (MEDIUM),FG03990,1,0.0,PIECES,15.0,43350.0,15.0,Credit Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000002,02/01/2025,DELIGE KALI WSL#007064,WSL007064,FLAMINGO ARM SLING (EXTRA LARGE),FG03894,1,0.0,PIECES,10.0,28900.0,10.0,Credit Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000002,02/01/2025,DELIGE KALI WSL#007064,WSL007064,FLAMINGO STOCKING BELOW KNEE (LARGE),FG04712,1,0.0,PIECES,15.0,43350.0,15.0,Credit Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000003,02/01/2025,CASH,CCKSM00001,AIG. DE PRÉLÈVEMENT DE SANG PAPILLON BLEU 23G 1/PCS,FG07405,700,0.0,PIECES,0.08,161840.0,56.0,Cash Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000004,02/01/2025,CASH,CCKSM00001,CRP C-REACTIVE PROTEIN - LATEX B/20 TESTS,FG06323,2,0.0,PIECES,8.5,49130.0,17.0,Cash Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000004,02/01/2025,CASH,CCKSM00001,"TDR H.PYLORI AG - CASSETTE - FECES , B/20 TEST",FG05301,1,0.0,PIECES,40.0,115600.0,40.0,Cash Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000004,02/01/2025,CASH,CCKSM00001,GEL POUR ECHOGRAPHIE FL 2.5L,FG06412,1,0.0,PIECES,8.0,23120.0,8.0,Cash Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000004,02/01/2025,CASH,CCKSM00001,TV (BLEU) EDTA K2/K3-PET 13*75-4ML-B/100PCS,FG06490,1,0.0,PIECES,8.0,23120.0,8.0,Cash Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000005,02/01/2025,DELIGE DANIEL WSL#008673,WSL008673,FLAMINGO WAIST & FOREARM SPLINT (LARGE),FG03829,2,0.0,PIECES,10.0,57800.0,20.0,Credit Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000005,02/01/2025,DELIGE DANIEL WSL#008673,WSL008673,FLAMINGO ELASTIC SHOULDER IMMOBILISER (LARGE),FG04866,1,0.0,PIECES,20.0,57800.0,20.0,Credit Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000005,02/01/2025,DELIGE DANIEL WSL#008673,WSL008673,FLAMINGO LUMBAR CORSET BELT (LARGE),FG04695,1,0.0,PIECES,20.0,57800.0,20.0,Credit Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000005,02/01/2025,DELIGE DANIEL WSL#008673,WSL008673,FLAMINGO THUMB SPICA (EXTRA LARGE ),FG03803,1,0.0,PIECES,5.0,14450.0,5.0,Credit Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000005,02/01/2025,DELIGE DANIEL WSL#008673,WSL008673,FLAMINGO MEDICAL COMPRES STOCKINGS ABOVE KNEE (L),FG06392,1,0.0,PIECES,30.0,86700.0,30.0,Credit Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000005,02/01/2025,DELIGE DANIEL WSL#008673,WSL008673,FLAMISTRETCH (LATEX EXERCISE BAND) - HEAVY,FG08189,1,0.0,PIECES,10.0,28900.0,10.0,Credit Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000006,02/01/2025,CMM - MONGALA GOMBE WSL#007058,WSL007058,GAZELLE-HB/DRÉPANOCYTOSE-CARTOUCHE-B/25 TESTS,FG04891,1,0.0,PIECES,180.0,520200.0,180.0,Credit Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000006,02/01/2025,CMM - MONGALA GOMBE WSL#007058,WSL007058,TV (BLEU) EDTA K2/K3-PET 13*75-4ML-B/100PCS,FG06490,36,0.0,PIECES,8.0,832320.0,288.0,Credit Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000006,02/01/2025,CMM - MONGALA GOMBE WSL#007058,WSL007058,TV (JAUNE) GEL/ACTIV-COA VERRE13*75-3.5ML-B/100PCS,FG06664,36,0.0,PIECES,10.0,1040400.0,360.0,Credit Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000007,02/01/2025,CASH,CCKSM00001,OXYMETRE DOIGT 1 UNITE,FG02361,1,0.0,PIECES,20.0,57800.0,20.0,Cash Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000008,02/01/2025,CASH,CCKSM00001,FLAMINGO SHOULDER SUPPORT ( EXTRA LARGE),FG03777,1,0.0,PIECES,10.0,28900.0,10.0,Cash Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000009,02/01/2025,DELIGE DR WSL#012948,WSL012948,BANDELETTES - HEMOGLOBINOMETRE B/50,FG06269,2,0.0,PIECES,35.0,202300.0,70.0,Credit Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000010,02/01/2025,CASH,CCKSM00001,"SABOT MEDICAL (XL,40-41), PAIRE",FG07348,1,0.0,PIECES,15.0,43350.0,15.0,Cash Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000011,02/01/2025,DELIGE DANIEL WSL#008673,WSL008673,FLAMINGO CLAVICAL BRACE (LARGE),FG04338,1,0.0,PIECES,15.0,43350.0,15.0,Credit Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000011,02/01/2025,DELIGE DANIEL WSL#008673,WSL008673,FLAMINGO CLAVICAL BRACE (SMALL),FG04642,1,0.0,PIECES,15.0,43350.0,15.0,Credit Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000012,02/01/2025,CASH,CCKSM00001,FLAMINGO LUMBAR SACRO BELT (MEDIUM),FG04699,1,0.0,PIECES,20.0,57800.0,20.0,Cash Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000013,02/01/2025,CASH,CCKSM00001,FLAMINGO COCK UP SPLINT (SMALL),FG03935,1,0.0,PIECES,10.0,28900.0,10.0,Cash Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000014,02/01/2025,CASH,CCKSM00001,FLAMINGO KNEE STABILISER (XXL),FG03731,1,0.0,PIECES,10.0,28900.0,10.0,Cash Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000015,02/01/2025,CASH,CCKSM00001,FLAMINGO VERICOSE VEIN STOCKING ( EXTRA LARGE),FG03823,1,0.0,PIECES,20.0,57800.0,20.0,Cash Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000016,02/01/2025,CASH,CCKSM00001,FLAMINGO ELASTIC KNEE SUPPORT (EXTRA LARGE),FG04673,1,0.0,PIECES,15.0,43350.0,15.0,Cash Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000017,02/01/2025,CASH,CCKSM00001,MICROSCOP BIG,FG02040,2,0.0,PIECES,210.0,1213800.0,420.0,Cash Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000018,02/01/2025,DELIGE DANIEL WSL#008673,WSL008673,FLAMINGO WAIST & FOREARM SPLINT (LARGE),FG03829,1,0.0,PIECES,10.0,28900.0,10.0,Credit Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000018,02/01/2025,DELIGE DANIEL WSL#008673,WSL008673,FLAMINGO COMPACT SPINAL BRACE (EXTRA LARGE),FG04863,1,0.0,PIECES,25.0,72250.0,25.0,Credit Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000019,02/01/2025,CASH,CCKSM00001,AIG. DE PRÉLÈVEMENT DE SANG PAPILLON BLEU 23G 1/PCS,FG07405,100,0.0,PIECES,0.08,23120.0,8.0,Cash Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000020,02/01/2025,CASH,CCKSM00001,IRRIGATEUR PVC 2L (PLIABLES),FG01657,2,0.0,PIECES,10.0,57800.0,20.0,Cash Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000021,02/01/2025,CASH,CCKSM00001,FLAMINGO COCK UP SPLINT ( EXTRA LARGE),FG03932,1,0.0,PIECES,10.0,28900.0,10.0,Cash Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000022,02/01/2025,CASH,CCKSM00001,AIG. DE PRÉLÈVEMENT DE SANG PAPILLON BLEU 23G 1/PCS,FG07405,200,0.0,PIECES,0.08,46240.0,16.0,Cash Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000023,02/01/2025,CASH,CCKSM00001,FLAMINGO COMPACT SPINAL BRACE (SMALL),FG04864,1,0.0,PIECES,25.0,72250.0,25.0,Cash Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000023,02/01/2025,CASH,CCKSM00001,FLAMINGO COMPACT SPINAL BRACE (XXXL),FG06378,1,0.0,PIECES,25.0,72250.0,25.0,Cash Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000023,02/01/2025,CASH,CCKSM00001,FLAMINGO KNEE IMMOBILIZER (MEDIUM),FG03727,2,0.0,PIECES,20.0,115600.0,40.0,Cash Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000023,02/01/2025,CASH,CCKSM00001,FLAMINGO GEL BI-AXEL HIN KNEE BRACE ( X X X L),FG04682,2,0.0,PIECES,25.0,144500.0,50.0,Cash Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000023,02/01/2025,CASH,CCKSM00001,FLAMINGO SHORT ARM SPLINT,FG03776,2,0.0,PIECES,10.0,57800.0,20.0,Cash Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000024,02/01/2025,CASH,CCKSM00001,"TDR H.PYLORI AB - CASSETTE - ST/S/P, B/25 TEST",FG05300,1,0.0,PIECES,30.0,86700.0,30.0,Cash Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000024,02/01/2025,CASH,CCKSM00001,"TDR HBSAG - BANDELETTE - ST/S/P, B/50 TEST",FG05306,1,0.0,PIECES,15.0,43350.0,15.0,Cash Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000024,02/01/2025,CASH,CCKSM00001,"IMN - D-DIMER, B/25 CARTOUCHES",FG04373,1,0.0,PIECES,100.0,289000.0,100.0,Cash Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000024,02/01/2025,CASH,CCKSM00001,"TDR HIV 1/2 - BANDELETTE - ST/S/P, B/50 TEST",FG05309,1,0.0,PIECES,30.0,86700.0,30.0,Cash Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000024,02/01/2025,CASH,CCKSM00001,WIDAL ANTIGEN SET (SLIDE) 2X2X5 ML,FG04309,1,0.0,PIECES,8.5,24565.0,8.5,Cash Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000025,02/01/2025,CASH,CCKSM00001,GEL POUR ECHOGRAPHIE FL 2.5L,FG06412,1,0.0,PIECES,8.0,23120.0,8.0,Cash Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000027,02/01/2025,CASH,CCKSM00001,TENSIOMETRE DIGITAL B/1PCS..G.F...(UNIQUE),FG03235,1,0.0,PIECES,25.0,72250.0,25.0,Cash Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000028,02/01/2025,CASH,CCKSM00001,FIRST AID KIT 1 X GT58-302 BIG,FG01353,4,0.0,PIECES,15.0,173400.0,60.0,Cash Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000029,02/01/2025,CASH,CCKSM00001,WIDAL ANTIGEN SET (SLIDE) 2X2X5 ML,FG04309,1,0.0,PIECES,8.5,24565.0,8.5,Cash Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000030,02/01/2025,CASH,CCKSM00001,CRUTCH FS937L,FG06324,2,0.0,PIECES,20.0,115600.0,40.0,Cash Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000031,02/01/2025,CASH,CCKSM00001,BLOUSE CHIRURGICALE JETABLE,FG06750,30,0.0,PIECES,2.0,173400.0,60.0,Cash Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000032,02/01/2025,CASH,CCKSM00001,WIDAL ANTIGEN SET (SLIDE) 2X2X5 ML,FG04309,2,0.0,PIECES,8.5,49130.0,17.0,Cash Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000033,02/01/2025,CASH,CCKSM00001,"KIT GROUPAGE - ANTI A B D (IGM), AB (MONOCLONAL)",FG04401,1,0.0,PIECES,18.0,52020.0,18.0,Cash Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000034,03/01/2025,DELIGE WENS WSL#007113,WSL007113,BIOCHIMIE S - GOT(AST) 10X10 ML,FG06517,1,0.0,PIECES,25.0,72250.0,25.0,Credit Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000034,03/01/2025,DELIGE WENS WSL#007113,WSL007113,BIOCHIMIE S - GPT(ALT) 10X10 ML,FG06518,1,0.0,PIECES,25.0,72250.0,25.0,Credit Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000035,03/01/2025,DEL KIKASU BOB WSL#007063,WSL007063,"TV (ROUGE) SEC VERRE 13*100, 6ML, B/100PCS",FG07325,5,0.0,PIECES,8.0,115600.0,40.0,Credit Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000035,03/01/2025,DEL KIKASU BOB WSL#007063,WSL007063,VAGINAL SPECULUM WITH SIDE SCREW (SIZE: L/M/S),FG06497,50,0.0,PIECES,0.3,43350.0,15.0,Credit Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000035,03/01/2025,DEL KIKASU BOB WSL#007063,WSL007063,"IMN - HBA1C, B/25 CARTOUCHES",FG04378,1,0.0,PIECES,85.0,245650.0,85.0,Credit Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000035,03/01/2025,DEL KIKASU BOB WSL#007063,WSL007063,TV (BLEU) EDTA K2/K3-PET 13*75-4ML-B/100PCS,FG06490,4,0.0,PIECES,8.0,92480.0,32.0,Credit Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000036,03/01/2025,DELIGE DANIEL WSL#008673,WSL008673,FLAMINGO CARPAL TUNNEL SPLINT,FG03912,1,0.0,PIECES,15.0,43350.0,15.0,Credit Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000036,03/01/2025,DELIGE DANIEL WSL#008673,WSL008673,FLAMINGO LUMBAR CORSET BELT (LARGE),FG04695,1,0.0,PIECES,20.0,57800.0,20.0,Credit Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000036,03/01/2025,DELIGE DANIEL WSL#008673,WSL008673,FLAMINGO GEL MEDIAL ARCH SUPPORT (XL),FG08181,1,0.0,PIECES,15.0,43350.0,15.0,Credit Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000036,03/01/2025,DELIGE DANIEL WSL#008673,WSL008673,FLAMINGO ANTI EMBOLISM MONO STOCKINGS RIGHT (LARGE),FG07243,1,0.0,PIECES,35.0,101150.0,35.0,Credit Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000036,03/01/2025,DELIGE DANIEL WSL#008673,WSL008673,FLAMINGO DIABETIC SOCKS - LIGHT BLUE,FG03955,1,0.0,PIECES,15.0,43350.0,15.0,Credit Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000036,03/01/2025,DELIGE DANIEL WSL#008673,WSL008673,FLAMINGO CERVICAL COLLAR (MEDIUM),FG03918,1,0.0,PIECES,10.0,28900.0,10.0,Credit Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000037,03/01/2025,CASH,CCKSM00001,FLAMINGO LUMBAR SACRO BELT (MEDIUM),FG04699,1,0.0,PIECES,20.0,57800.0,20.0,Cash Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000039,03/01/2025,DELIGE DELPI DR WSL#012709,WSL012709,CRP C-REACTIVE PROTEIN - LATEX B/20 TESTS,FG06323,2,0.0,PIECES,8.5,49130.0,17.0,Credit Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000040,03/01/2025,CASH,CCKSM00001,EMBOUT BLEU 100 - 1000 UL B/1000,FG04207,1,0.0,PIECES,4.0,11560.0,4.0,Cash Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000040,03/01/2025,CASH,CCKSM00001,EMBOUT JAUNE 5 - 200 UL B/1000,FG04208,1,0.0,PIECES,4.0,11560.0,4.0,Cash Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000040,03/01/2025,CASH,CCKSM00001,MAY GRUNWALD 1LTR LIQUIDE,FG01943,1,0.0,PIECES,14.0,40460.0,14.0,Cash Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000040,03/01/2025,CASH,CCKSM00001,AIG. DE PRÉLÈVEMENT DE SANG PAPILLON BLEU 23G 1/PCS,FG07405,100,0.0,PIECES,0.08,23120.0,8.0,Cash Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000040,03/01/2025,CASH,CCKSM00001,TV (BLEU) EDTA K2/K3-PET 13*75-4ML-B/100PCS,FG06490,1,0.0,PIECES,8.0,23120.0,8.0,Cash Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000040,03/01/2025,CASH,CCKSM00001,ECOUVILLON COTON STERILE SACHET/100,FG06566,1,0.0,PIECES,15.0,43350.0,15.0,Cash Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000040,03/01/2025,CASH,CCKSM00001,BIOCHIMIE S - CHOLESTEROL TOTAL ET HDL 2X50 ML,FG06275,1,0.0,PIECES,30.0,86700.0,30.0,Cash Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000040,03/01/2025,CASH,CCKSM00001,TV (NOIR) PET 13*75-2.4ML-B/100PCS,FG06665,2,0.0,PIECES,9.0,52020.0,18.0,Cash Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000041,03/01/2025,CASH,CCKSM00001,FLAMINGO OPEN PATELLA KNEE CAP (XXL),FG03748,1,0.0,PIECES,10.0,28900.0,10.0,Cash Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000042,03/01/2025,CASH,CCKSM00001,LAMELLE COUVRE OBJET 22X22MM B/100,FG06427,10,0.0,PIECES,1.0,28900.0,10.0,Cash Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000042,03/01/2025,CASH,CCKSM00001,ECOUVILLON COTON STERILE SACHET/100,FG06566,1,0.0,PIECES,15.0,43350.0,15.0,Cash Sales
MILLENNIAL SHOP,KSM25INS,KSM25INS000042,03/01/2025,CASH,CCKSM00001,TV (NOIR) PET 13*75-2.4ML-B/100PCS,FG06665,1,0.0,PIECES,9.0,26010.0,9.0,Cash Sales
